時間(秒),総合COP左右X(cm),総合COP前後Y(cm),左プレートCOP左右X(cm),左プレートCOP前後Y(cm),左荷重(kgf),右プレートCOP左右X(cm),右プレートCOP前後Y(cm),右荷重(kgf)
15.2,-2.188,-7.881,-20.317,-7.73,24.81,17.037,-8.041,23.395
15.21,-2.188,-7.894,-20.343,-7.742,24.771,17.042,-8.055,23.385
15.22,-2.199,-7.889,-20.336,-7.729,24.781,17.029,-8.058,23.375
15.23,-2.198,-7.896,-20.343,-7.742,24.771,17.029,-8.058,23.375
15.24,-2.2,-7.902,-20.321,-7.748,24.751,17.004,-8.065,23.356
15.25,-2.2,-7.902,-20.321,-7.748,24.751,17.004,-8.065,23.356
15.26,-2.208,-7.904,-20.332,-7.745,24.761,16.999,-8.072,23.365
15.27,-2.204,-7.908,-20.343,-7.742,24.771,17.001,-8.083,23.395
15.28,-2.185,-7.912,-20.33,-7.756,24.79,17.026,-8.076,23.414
15.29,-2.185,-7.908,-20.336,-7.749,24.781,17.026,-8.076,23.414
15.3,-2.184,-7.905,-20.343,-7.742,24.771,17.026,-8.076,23.414
15.31,-2.185,-7.898,-20.336,-7.729,24.781,17.026,-8.076,23.414
15.32,-2.185,-7.891,-20.33,-7.717,24.79,17.026,-8.076,23.414
15.33,-2.187,-7.891,-20.336,-7.729,24.781,17.037,-8.062,23.395
15.34,-2.19,-7.888,-20.317,-7.73,24.81,17.042,-8.055,23.385
15.35,-2.19,-7.891,-20.311,-7.737,24.82,17.042,-8.055,23.385
15.36,-2.189,-7.905,-20.323,-7.763,24.8,17.042,-8.055,23.385
15.37,-2.199,-7.906,-20.323,-7.763,24.8,17.029,-8.058,23.375
15.38,-2.199,-7.906,-20.323,-7.763,24.8,17.029,-8.058,23.375
15.39,-2.237,-7.903,-20.355,-7.754,24.829,17.017,-8.062,23.365
15.4,-2.239,-7.9,-20.336,-7.754,24.859,17.022,-8.055,23.356
15.41,-2.25,-7.905,-20.33,-7.761,24.868,17.01,-8.058,23.346
15.42,-2.252,-7.905,-20.336,-7.774,24.859,17.02,-8.044,23.326
15.43,-2.253,-7.891,-20.323,-7.748,24.878,17.02,-8.044,23.326
15.44,-2.252,-7.898,-20.33,-7.761,24.868,17.02,-8.044,23.326
15.45,-2.256,-7.894,-20.336,-7.774,24.859,17.037,-8.023,23.297
15.46,-2.276,-7.897,-20.336,-7.774,24.859,17.011,-8.029,23.278
15.47,-2.276,-7.897,-20.336,-7.774,24.859,17.011,-8.029,23.278
15.48,-2.287,-7.909,-20.317,-7.794,24.888,16.998,-8.033,23.268
15.49,-2.296,-7.908,-20.328,-7.791,24.898,16.998,-8.033,23.268
15.5,-2.305,-7.906,-20.338,-7.788,24.908,16.998,-8.033,23.268
15.51,-2.295,-7.915,-20.325,-7.801,24.927,17.006,-8.036,23.287
15.52,-2.294,-7.912,-20.336,-7.798,24.937,17.019,-8.033,23.297
15.53,-2.283,-7.923,-20.315,-7.805,24.917,16.995,-8.051,23.307
15.54,-2.275,-7.932,-20.304,-7.808,24.908,17,-8.065,23.297
15.55,-2.256,-7.928,-20.317,-7.794,24.888,17.031,-8.072,23.307
15.56,-2.253,-7.935,-20.317,-7.794,24.888,17.02,-8.086,23.326
15.57,-2.254,-7.952,-20.304,-7.808,24.908,17.02,-8.107,23.326
15.58,-2.253,-7.949,-20.311,-7.801,24.898,17.02,-8.107,23.326
15.59,-2.253,-7.945,-20.317,-7.794,24.888,17.02,-8.107,23.326
15.6,-2.253,-7.945,-20.317,-7.794,24.888,17.02,-8.107,23.326
15.61,-2.25,-7.932,-20.317,-7.794,24.888,17.01,-8.079,23.346
15.62,-2.248,-7.929,-20.317,-7.794,24.888,16.999,-8.072,23.365
15.63,-2.225,-7.932,-20.317,-7.794,24.888,17.013,-8.08,23.404
15.64,-2.229,-7.922,-20.317,-7.794,24.888,17.029,-8.058,23.375
15.65,-2.249,-7.912,-20.336,-7.774,24.859,17.01,-8.058,23.346
15.66,-2.224,-7.906,-20.311,-7.776,24.82,17.02,-8.044,23.326
15.67,-2.233,-7.904,-20.321,-7.773,24.829,17.02,-8.044,23.326
15.68,-2.234,-7.901,-20.321,-7.773,24.829,17.026,-8.037,23.317
15.69,-2.228,-7.892,-20.317,-7.769,24.81,17.037,-8.023,23.297
15.7,-2.257,-7.893,-20.323,-7.763,24.8,16.998,-8.033,23.268
15.71,-2.257,-7.89,-20.33,-7.756,24.79,16.998,-8.033,23.268
15.72,-2.259,-7.9,-20.323,-7.763,24.8,17.004,-8.047,23.258
15.73,-2.233,-7.901,-20.323,-7.763,24.8,17.008,-8.047,23.317
15.74,-2.223,-7.899,-20.323,-7.763,24.8,17.02,-8.044,23.326
15.75,-2.22,-7.916,-20.311,-7.776,24.82,17.004,-8.065,23.356
15.76,-2.2,-7.913,-20.311,-7.776,24.82,17.029,-8.058,23.375
15.77,-2.188,-7.922,-20.304,-7.783,24.829,17.031,-8.069,23.404
15.78,-2.187,-7.925,-20.304,-7.783,24.829,17.026,-8.076,23.414
15.79,-2.205,-7.915,-20.319,-7.764,24.859,17.026,-8.076,23.414
15.8,-2.211,-7.881,-20.317,-7.735,24.888,17.01,-8.035,23.444
15.81,-2.196,-7.863,-20.315,-7.721,24.839,17.026,-8.014,23.414
15.82,-2.2,-7.852,-20.311,-7.717,24.82,17.029,-7.996,23.375
15.83,-2.223,-7.838,-20.323,-7.704,24.8,17.02,-7.981,23.326
15.84,-2.223,-7.835,-20.33,-7.697,24.79,17.02,-7.981,23.326
15.85,-2.223,-7.835,-20.33,-7.697,24.79,17.02,-7.981,23.326
15.86,-2.222,-7.828,-20.343,-7.683,24.771,17.02,-7.981,23.326
15.87,-2.202,-7.825,-20.343,-7.683,24.771,17.046,-7.974,23.346
15.88,-2.187,-7.827,-20.343,-7.683,24.771,17.037,-7.979,23.395
15.89,-2.183,-7.827,-20.33,-7.697,24.79,17.015,-7.965,23.434
15.9,-2.182,-7.834,-20.323,-7.704,24.8,17.01,-7.973,23.444
15.91,-2.182,-7.834,-20.323,-7.704,24.8,17.01,-7.973,23.444
15.92,-2.182,-7.834,-20.323,-7.704,24.8,17.01,-7.973,23.444
15.93,-2.183,-7.837,-20.33,-7.697,24.79,17.015,-7.986,23.434
15.94,-2.184,-7.813,-20.343,-7.683,24.771,17.026,-7.951,23.414
15.95,-2.175,-7.815,-20.332,-7.686,24.761,17.026,-7.951,23.414
15.96,-2.157,-7.815,-20.317,-7.685,24.732,17.026,-7.951,23.414
15.97,-2.156,-7.808,-20.33,-7.672,24.712,17.026,-7.951,23.414
15.98,-2.156,-7.808,-20.33,-7.672,24.712,17.026,-7.951,23.414
15.99,-2.156,-7.818,-20.33,-7.672,24.712,17.026,-7.972,23.414
16,-2.153,-7.825,-20.317,-7.685,24.732,17.01,-7.973,23.444
16.01,-2.153,-7.829,-20.311,-7.692,24.742,17.01,-7.973,23.444
16.02,-2.139,-7.837,-20.311,-7.692,24.742,17.006,-7.99,23.483
16.03,-2.129,-7.846,-20.298,-7.706,24.761,17.013,-7.994,23.502
16.04,-2.128,-7.867,-20.302,-7.71,24.781,17.026,-8.032,23.512
16.05,-2.148,-7.887,-20.326,-7.732,24.771,17.019,-8.049,23.492
16.06,-2.177,-7.895,-20.343,-7.742,24.771,16.994,-8.056,23.473
16.07,-2.17,-7.89,-20.332,-7.745,24.761,17.004,-8.042,23.453
16.08,-2.157,-7.909,-20.311,-7.751,24.742,17.026,-8.076,23.414
16.09,-2.18,-7.899,-20.317,-7.745,24.732,17.017,-8.062,23.365
16.1,-2.191,-7.893,-20.323,-7.738,24.722,17.01,-8.058,23.346
16.11,-2.19,-7.863,-20.33,-7.731,24.712,17.004,-8.003,23.356
16.12,-2.19,-7.863,-20.33,-7.731,24.712,17.004,-8.003,23.356
16.13,-2.219,-7.855,-20.33,-7.717,24.79,17.004,-8.003,23.356
16.14,-2.217,-7.859,-20.317,-7.71,24.81,16.993,-8.017,23.375
16.15,-2.196,-7.863,-20.315,-7.721,24.839,17.026,-8.014,23.414
16.16,-2.214,-7.86,-20.336,-7.715,24.859,17.026,-8.014,23.414
16.17,-2.214,-7.863,-20.33,-7.722,24.868,17.026,-8.014,23.414
16.18,-2.237,-7.856,-20.336,-7.715,24.859,17.011,-8.006,23.375
16.19,-2.248,-7.854,-20.336,-7.715,24.859,17.004,-8.003,23.356
16.2,-2.252,-7.844,-20.336,-7.715,24.859,17.02,-7.981,23.326
16.21,-2.283,-7.845,-20.336,-7.715,24.859,16.988,-7.984,23.287
16.22,-2.276,-7.837,-20.336,-7.715,24.859,17.011,-7.966,23.278
16.23,-2.286,-7.838,-20.336,-7.715,24.859,16.998,-7.97,23.268
16.24,-2.286,-7.838,-20.336,-7.715,24.859,16.998,-7.97,23.268
16.25,-2.286,-7.838,-20.336,-7.715,24.859,16.998,-7.97,23.268
16.26,-2.286,-7.842,-20.33,-7.722,24.868,16.998,-7.97,23.268
16.27,-2.257,-7.837,-20.311,-7.722,24.898,17.037,-7.96,23.297
16.28,-2.283,-7.826,-20.342,-7.713,24.927,17.031,-7.946,23.307
16.29,-2.281,-7.799,-20.33,-7.688,24.947,17.02,-7.918,23.326
16.3,-2.282,-7.806,-20.317,-7.701,24.966,17.02,-7.918,23.326
16.31,-2.281,-7.799,-20.33,-7.688,24.947,17.02,-7.918,23.326
16.32,-2.281,-7.799,-20.33,-7.688,24.947,17.02,-7.918,23.326
16.33,-2.28,-7.789,-20.349,-7.667,24.917,17.02,-7.918,23.326
16.34,-2.271,-7.79,-20.338,-7.67,24.908,17.02,-7.918,23.326
16.35,-2.278,-7.796,-20.349,-7.667,24.917,17.01,-7.933,23.346
16.36,-2.239,-7.799,-20.323,-7.67,24.878,17.017,-7.937,23.365
16.37,-2.252,-7.783,-20.336,-7.656,24.859,17.02,-7.918,23.326
16.38,-2.232,-7.776,-20.334,-7.642,24.81,17.02,-7.918,23.326
16.39,-2.223,-7.777,-20.323,-7.645,24.8,17.02,-7.918,23.326
16.4,-2.228,-7.76,-20.317,-7.632,24.81,17.037,-7.897,23.297
16.41,-2.227,-7.736,-20.323,-7.586,24.8,17.037,-7.897,23.297
16.42,-2.227,-7.726,-20.323,-7.586,24.8,17.037,-7.876,23.297
16.43,-2.227,-7.702,-20.343,-7.565,24.771,17.042,-7.848,23.287
16.44,-2.226,-7.695,-20.343,-7.565,24.771,17.037,-7.834,23.297
16.45,-2.227,-7.676,-20.323,-7.527,24.8,17.037,-7.834,23.297
16.46,-2.206,-7.662,-20.343,-7.506,24.771,17.062,-7.828,23.317
16.47,-2.188,-7.651,-20.343,-7.506,24.771,17.042,-7.805,23.385
16.48,-2.189,-7.631,-20.323,-7.468,24.8,17.042,-7.805,23.385
16.49,-2.196,-7.612,-20.353,-7.444,24.781,17.037,-7.791,23.395
16.5,-2.184,-7.568,-20.355,-7.4,24.829,17.069,-7.747,23.434
16.51,-2.185,-7.541,-20.349,-7.387,24.839,17.069,-7.705,23.434
16.52,-2.183,-7.511,-20.355,-7.341,24.829,17.064,-7.692,23.444
16.53,-2.174,-7.478,-20.364,-7.323,24.79,17.069,-7.643,23.434
16.54,-2.155,-7.464,-20.355,-7.315,24.751,17.069,-7.622,23.434
16.55,-2.158,-7.434,-20.343,-7.27,24.771,17.08,-7.607,23.414
16.56,-2.157,-7.403,-20.362,-7.249,24.742,17.08,-7.566,23.414
16.57,-2.157,-7.386,-20.355,-7.236,24.751,17.08,-7.545,23.414
16.58,-2.157,-7.366,-20.355,-7.196,24.751,17.08,-7.545,23.414
16.59,-2.157,-7.362,-20.362,-7.189,24.742,17.08,-7.545,23.414
16.6,-2.157,-7.362,-20.362,-7.189,24.742,17.08,-7.545,23.414
16.61,-2.157,-7.362,-20.362,-7.189,24.742,17.08,-7.545,23.414
16.62,-2.156,-7.366,-20.362,-7.189,24.742,17.075,-7.552,23.424
16.63,-2.157,-7.356,-20.355,-7.177,24.751,17.08,-7.545,23.414
16.64,-2.158,-7.349,-20.349,-7.164,24.761,17.08,-7.545,23.414
16.65,-2.158,-7.349,-20.349,-7.164,24.761,17.08,-7.545,23.414
16.66,-2.166,-7.344,-20.366,-7.154,24.761,17.08,-7.545,23.414
16.67,-2.158,-7.339,-20.349,-7.144,24.761,17.08,-7.545,23.414
16.68,-2.176,-7.332,-20.377,-7.132,24.771,17.08,-7.545,23.414
16.69,-2.175,-7.319,-20.383,-7.125,24.761,17.08,-7.524,23.414
16.7,-2.178,-7.322,-20.383,-7.125,24.761,17.091,-7.53,23.395
16.71,-2.158,-7.328,-20.362,-7.13,24.742,17.085,-7.538,23.404
16.72,-2.166,-7.33,-20.373,-7.127,24.751,17.08,-7.545,23.414
16.73,-2.177,-7.325,-20.383,-7.125,24.761,17.085,-7.538,23.404
16.74,-2.184,-7.327,-20.394,-7.122,24.771,17.08,-7.545,23.414
16.75,-2.186,-7.338,-20.375,-7.143,24.8,17.08,-7.545,23.414
16.76,-2.185,-7.334,-20.381,-7.136,24.79,17.08,-7.545,23.414
16.77,-2.176,-7.336,-20.37,-7.139,24.781,17.08,-7.545,23.414
16.78,-2.157,-7.332,-20.362,-7.13,24.742,17.08,-7.545,23.414
16.79,-2.157,-7.338,-20.368,-7.143,24.732,17.08,-7.545,23.414
16.8,-2.156,-7.351,-20.381,-7.168,24.712,17.08,-7.545,23.414
16.81,-2.156,-7.355,-20.375,-7.175,24.722,17.08,-7.545,23.414
16.82,-2.154,-7.369,-20.362,-7.189,24.742,17.069,-7.559,23.434
16.83,-2.153,-7.369,-20.368,-7.182,24.732,17.064,-7.567,23.444
16.84,-2.143,-7.371,-20.362,-7.189,24.742,17.076,-7.563,23.453
16.85,-2.153,-7.373,-20.362,-7.189,24.742,17.064,-7.567,23.444
16.86,-2.153,-7.373,-20.362,-7.189,24.742,17.064,-7.567,23.444
16.87,-2.153,-7.403,-20.362,-7.189,24.742,17.064,-7.629,23.444
16.88,-2.152,-7.423,-20.381,-7.227,24.712,17.064,-7.629,23.444
16.89,-2.152,-7.423,-20.381,-7.227,24.712,17.064,-7.629,23.444
16.9,-2.153,-7.43,-20.368,-7.242,24.732,17.064,-7.629,23.444
16.91,-2.153,-7.434,-20.362,-7.249,24.742,17.064,-7.629,23.444
16.92,-2.151,-7.46,-20.375,-7.274,24.722,17.058,-7.657,23.453
16.93,-2.152,-7.487,-20.375,-7.294,24.722,17.064,-7.692,23.444
16.94,-2.153,-7.491,-20.368,-7.301,24.732,17.064,-7.692,23.444
16.95,-2.153,-7.494,-20.362,-7.308,24.742,17.064,-7.692,23.444
16.96,-2.153,-7.494,-20.362,-7.308,24.742,17.064,-7.692,23.444
16.97,-2.152,-7.508,-20.375,-7.333,24.722,17.064,-7.692,23.444
16.98,-2.152,-7.528,-20.362,-7.367,24.742,17.058,-7.699,23.453
16.99,-2.153,-7.555,-20.362,-7.367,24.742,17.064,-7.754,23.444
17,-2.154,-7.559,-20.355,-7.374,24.751,17.064,-7.754,23.444
17.01,-2.154,-7.566,-20.343,-7.388,24.771,17.064,-7.754,23.444
17.02,-2.154,-7.566,-20.343,-7.388,24.771,17.064,-7.754,23.444
17.03,-2.151,-7.586,-20.355,-7.413,24.751,17.053,-7.768,23.463
17.04,-2.151,-7.607,-20.343,-7.447,24.771,17.048,-7.775,23.473
17.05,-2.153,-7.62,-20.343,-7.447,24.771,17.058,-7.803,23.453
17.06,-2.17,-7.63,-20.364,-7.441,24.79,17.053,-7.831,23.463
17.07,-2.178,-7.636,-20.368,-7.445,24.81,17.048,-7.838,23.473
17.08,-2.178,-7.632,-20.375,-7.438,24.8,17.048,-7.838,23.473
17.09,-2.151,-7.637,-20.343,-7.447,24.771,17.048,-7.838,23.473
17.1,-2.153,-7.616,-20.362,-7.426,24.742,17.064,-7.816,23.444
17.11,-2.153,-7.616,-20.362,-7.426,24.742,17.064,-7.816,23.444
17.12,-2.155,-7.616,-20.351,-7.429,24.732,17.057,-7.813,23.424
17.13,-2.163,-7.624,-20.364,-7.455,24.712,17.039,-7.802,23.424
17.14,-2.158,-7.635,-20.349,-7.473,24.683,17.042,-7.805,23.385
17.15,-2.177,-7.631,-20.371,-7.467,24.703,17.042,-7.805,23.385
17.16,-2.19,-7.623,-20.375,-7.471,24.722,17.058,-7.783,23.356
17.17,-2.19,-7.633,-20.362,-7.485,24.742,17.053,-7.79,23.365
17.18,-2.187,-7.64,-20.362,-7.485,24.742,17.042,-7.805,23.385
17.19,-2.188,-7.647,-20.349,-7.499,24.761,17.042,-7.805,23.385
17.2,-2.199,-7.656,-20.353,-7.503,24.781,17.048,-7.818,23.375
17.21,-2.187,-7.675,-20.343,-7.506,24.771,17.037,-7.854,23.395
17.22,-2.205,-7.672,-20.364,-7.5,24.79,17.037,-7.854,23.395
17.23,-2.216,-7.677,-20.375,-7.497,24.8,17.042,-7.867,23.385
17.24,-2.216,-7.677,-20.375,-7.497,24.8,17.042,-7.867,23.385
17.25,-2.216,-7.684,-20.362,-7.511,24.82,17.042,-7.867,23.385
17.26,-2.217,-7.687,-20.355,-7.518,24.829,17.042,-7.867,23.385
17.27,-2.217,-7.687,-20.355,-7.518,24.829,17.042,-7.867,23.385
17.28,-2.216,-7.684,-20.362,-7.511,24.82,17.042,-7.867,23.385
17.29,-2.217,-7.687,-20.355,-7.518,24.829,17.042,-7.867,23.385
17.3,-2.216,-7.694,-20.362,-7.53,24.82,17.042,-7.867,23.385
17.31,-2.218,-7.72,-20.375,-7.556,24.8,17.053,-7.895,23.365
17.32,-2.23,-7.729,-20.375,-7.556,24.8,17.046,-7.912,23.346
17.33,-2.219,-7.727,-20.375,-7.556,24.8,17.058,-7.908,23.356
17.34,-2.219,-7.727,-20.375,-7.556,24.8,17.058,-7.908,23.356
17.35,-2.216,-7.731,-20.368,-7.543,24.81,17.042,-7.93,23.385
17.36,-2.216,-7.737,-20.375,-7.556,24.8,17.042,-7.93,23.385
17.37,-2.216,-7.731,-20.368,-7.543,24.81,17.042,-7.93,23.385
17.38,-2.216,-7.724,-20.362,-7.53,24.82,17.042,-7.93,23.385
17.39,-2.231,-7.709,-20.355,-7.518,24.829,17.046,-7.912,23.346
17.4,-2.251,-7.712,-20.355,-7.518,24.829,17.02,-7.918,23.326
17.41,-2.255,-7.701,-20.355,-7.518,24.829,17.037,-7.897,23.297
17.42,-2.253,-7.691,-20.375,-7.497,24.8,17.037,-7.897,23.297
17.43,-2.253,-7.691,-20.375,-7.497,24.8,17.037,-7.897,23.297
17.44,-2.254,-7.694,-20.368,-7.504,24.81,17.037,-7.897,23.297
17.45,-2.256,-7.681,-20.336,-7.479,24.859,17.037,-7.897,23.297
17.46,-2.274,-7.678,-20.357,-7.474,24.878,17.037,-7.897,23.297
17.47,-2.283,-7.68,-20.362,-7.477,24.898,17.037,-7.897,23.297
17.48,-2.284,-7.687,-20.349,-7.491,24.917,17.037,-7.897,23.297
17.49,-2.284,-7.687,-20.349,-7.491,24.917,17.037,-7.897,23.297
17.5,-2.288,-7.677,-20.349,-7.491,24.917,17.053,-7.875,23.268
17.51,-2.291,-7.67,-20.349,-7.491,24.917,17.064,-7.861,23.248
17.52,-2.292,-7.666,-20.349,-7.491,24.917,17.069,-7.854,23.239
17.53,-2.314,-7.655,-20.362,-7.477,24.898,17.055,-7.846,23.2
17.54,-2.305,-7.64,-20.362,-7.458,24.898,17.073,-7.836,23.2
17.55,-2.316,-7.628,-20.349,-7.432,24.917,17.06,-7.839,23.19
17.56,-2.293,-7.612,-20.349,-7.432,24.917,17.075,-7.805,23.229
17.57,-2.288,-7.612,-20.355,-7.426,24.908,17.053,-7.813,23.268
17.58,-2.287,-7.609,-20.362,-7.419,24.898,17.053,-7.813,23.268
17.59,-2.266,-7.596,-20.368,-7.412,24.888,17.073,-7.792,23.297
17.6,-2.254,-7.588,-20.368,-7.412,24.888,17.08,-7.775,23.317
17.61,-2.253,-7.577,-20.374,-7.405,24.878,17.075,-7.762,23.326
17.62,-2.253,-7.551,-20.368,-7.353,24.888,17.075,-7.762,23.326
17.63,-2.253,-7.551,-20.368,-7.353,24.888,17.075,-7.762,23.326
17.64,-2.253,-7.53,-20.368,-7.353,24.888,17.075,-7.72,23.326
17.65,-2.253,-7.49,-20.368,-7.294,24.888,17.075,-7.699,23.326
17.66,-2.254,-7.486,-20.368,-7.294,24.888,17.08,-7.692,23.317
17.67,-2.256,-7.469,-20.387,-7.273,24.859,17.091,-7.677,23.297
17.68,-2.246,-7.457,-20.37,-7.263,24.859,17.086,-7.663,23.307
17.69,-2.243,-7.42,-20.377,-7.217,24.849,17.075,-7.636,23.326
17.7,-2.234,-7.421,-20.366,-7.22,24.839,17.075,-7.636,23.326
17.71,-2.223,-7.427,-20.355,-7.223,24.829,17.069,-7.643,23.336
17.72,-2.212,-7.429,-20.355,-7.223,24.829,17.077,-7.647,23.356
17.73,-2.189,-7.418,-20.375,-7.202,24.8,17.096,-7.648,23.385
17.74,-2.189,-7.418,-20.375,-7.202,24.8,17.096,-7.648,23.385
17.75,-2.186,-7.409,-20.375,-7.202,24.8,17.08,-7.628,23.414
17.76,-2.182,-7.409,-20.375,-7.202,24.8,17.064,-7.629,23.444
17.77,-2.151,-7.397,-20.383,-7.184,24.761,17.089,-7.623,23.463
17.78,-2.123,-7.399,-20.362,-7.189,24.742,17.102,-7.62,23.473
17.79,-2.123,-7.395,-20.368,-7.182,24.732,17.102,-7.62,23.473
17.8,-2.119,-7.406,-20.368,-7.182,24.732,17.085,-7.641,23.502
17.81,-2.116,-7.409,-20.375,-7.175,24.722,17.075,-7.656,23.522
17.82,-2.115,-7.403,-20.375,-7.156,24.722,17.069,-7.663,23.531
17.83,-2.106,-7.398,-20.358,-7.146,24.722,17.069,-7.663,23.531
17.84,-2.091,-7.373,-20.349,-7.117,24.683,17.085,-7.641,23.502
17.85,-2.089,-7.362,-20.369,-7.096,24.654,17.085,-7.641,23.502
17.86,-2.092,-7.355,-20.369,-7.096,24.654,17.096,-7.627,23.483
17.87,-2.064,-7.345,-20.356,-7.083,24.595,17.102,-7.62,23.473
17.88,-2.074,-7.347,-20.356,-7.083,24.595,17.089,-7.623,23.463
17.89,-2.074,-7.347,-20.356,-7.083,24.595,17.089,-7.623,23.463
17.9,-2.066,-7.372,-20.356,-7.083,24.595,17.107,-7.675,23.463
17.91,-2.074,-7.378,-20.36,-7.088,24.615,17.102,-7.682,23.473
17.92,-2.089,-7.393,-20.369,-7.096,24.654,17.085,-7.703,23.502
17.93,-2.076,-7.402,-20.369,-7.096,24.654,17.082,-7.722,23.541
17.94,-2.055,-7.405,-20.375,-7.109,24.644,17.107,-7.715,23.561
17.95,-2.052,-7.44,-20.369,-7.156,24.654,17.091,-7.737,23.59
17.96,-2.052,-7.44,-20.369,-7.156,24.654,17.091,-7.737,23.59
17.97,-2.052,-7.44,-20.369,-7.156,24.654,17.091,-7.737,23.59
17.98,-2.05,-7.454,-20.356,-7.17,24.673,17.08,-7.751,23.609
17.99,-2.049,-7.461,-20.349,-7.177,24.683,17.074,-7.758,23.619
18,-2.084,-7.472,-20.349,-7.177,24.683,17.058,-7.781,23.551
18.01,-2.086,-7.494,-20.369,-7.215,24.654,17.069,-7.787,23.531
18.02,-2.086,-7.494,-20.369,-7.215,24.654,17.069,-7.787,23.531
18.03,-2.086,-7.518,-20.362,-7.262,24.664,17.069,-7.787,23.531
18.04,-2.086,-7.525,-20.369,-7.274,24.654,17.069,-7.787,23.531
18.05,-2.087,-7.535,-20.349,-7.295,24.683,17.069,-7.787,23.531
18.06,-2.087,-7.572,-20.369,-7.334,24.654,17.075,-7.822,23.522
18.07,-2.087,-7.596,-20.349,-7.355,24.683,17.069,-7.849,23.531
18.08,-2.087,-7.62,-20.343,-7.401,24.693,17.069,-7.849,23.531
18.09,-2.087,-7.627,-20.349,-7.414,24.683,17.069,-7.849,23.531
18.1,-2.088,-7.637,-20.33,-7.435,24.712,17.069,-7.849,23.531
18.11,-2.118,-7.668,-20.349,-7.473,24.683,17.037,-7.873,23.492
18.12,-2.122,-7.678,-20.349,-7.473,24.683,17.053,-7.893,23.463
18.13,-2.123,-7.674,-20.349,-7.473,24.683,17.058,-7.886,23.453
18.14,-2.123,-7.705,-20.349,-7.533,24.683,17.058,-7.886,23.453
18.15,-2.124,-7.732,-20.349,-7.533,24.683,17.064,-7.941,23.444
18.16,-2.136,-7.744,-20.33,-7.553,24.712,17.051,-7.945,23.434
18.17,-2.121,-7.773,-20.349,-7.592,24.683,17.048,-7.963,23.473
18.18,-2.122,-7.783,-20.33,-7.613,24.712,17.048,-7.963,23.473
18.19,-2.165,-7.813,-20.332,-7.627,24.761,17.039,-8.01,23.424
18.2,-2.163,-7.831,-20.349,-7.657,24.761,17.046,-8.014,23.444
18.21,-2.182,-7.851,-20.343,-7.683,24.771,17.015,-8.028,23.434
18.22,-2.182,-7.851,-20.343,-7.683,24.771,17.015,-8.028,23.434
18.23,-2.184,-7.844,-20.343,-7.683,24.771,17.026,-8.014,23.414
18.24,-2.184,-7.844,-20.343,-7.683,24.771,17.026,-8.014,23.414
18.25,-2.184,-7.844,-20.343,-7.683,24.771,17.026,-8.014,23.414
18.26,-2.188,-7.833,-20.343,-7.683,24.771,17.042,-7.992,23.385
18.27,-2.188,-7.833,-20.343,-7.683,24.771,17.042,-7.992,23.385
18.28,-2.188,-7.833,-20.343,-7.683,24.771,17.042,-7.992,23.385
18.29,-2.188,-7.833,-20.343,-7.683,24.771,17.042,-7.992,23.385
18.3,-2.188,-7.833,-20.343,-7.683,24.771,17.042,-7.992,23.385
18.31,-2.189,-7.827,-20.336,-7.67,24.781,17.042,-7.992,23.385
18.32,-2.189,-7.82,-20.33,-7.657,24.79,17.042,-7.992,23.385
18.33,-2.197,-7.805,-20.334,-7.642,24.81,17.037,-7.979,23.395
18.34,-2.214,-7.795,-20.355,-7.636,24.829,17.031,-7.965,23.404
18.35,-2.217,-7.809,-20.355,-7.636,24.829,17.042,-7.992,23.385
18.36,-2.217,-7.809,-20.355,-7.636,24.829,17.042,-7.992,23.385
18.37,-2.208,-7.81,-20.345,-7.639,24.82,17.042,-7.992,23.385
18.38,-2.188,-7.803,-20.343,-7.624,24.771,17.042,-7.992,23.385
18.39,-2.188,-7.803,-20.343,-7.624,24.771,17.042,-7.992,23.385
18.4,-2.188,-7.803,-20.343,-7.624,24.771,17.042,-7.992,23.385
18.41,-2.188,-7.803,-20.343,-7.624,24.771,17.042,-7.992,23.385
18.42,-2.188,-7.803,-20.343,-7.624,24.771,17.042,-7.992,23.385
18.43,-2.207,-7.787,-20.351,-7.592,24.81,17.042,-7.992,23.385
18.44,-2.199,-7.781,-20.334,-7.583,24.81,17.042,-7.992,23.385
18.45,-2.217,-7.778,-20.355,-7.577,24.829,17.042,-7.992,23.385
18.46,-2.217,-7.778,-20.355,-7.577,24.829,17.042,-7.992,23.385
18.47,-2.199,-7.781,-20.334,-7.583,24.81,17.042,-7.992,23.385
18.48,-2.189,-7.783,-20.323,-7.586,24.8,17.042,-7.992,23.385
18.49,-2.19,-7.786,-20.33,-7.598,24.79,17.048,-7.985,23.375
18.5,-2.189,-7.78,-20.33,-7.579,24.79,17.042,-7.992,23.385
18.51,-2.189,-7.783,-20.323,-7.586,24.8,17.042,-7.992,23.385
18.52,-2.188,-7.776,-20.323,-7.586,24.8,17.037,-7.979,23.395
18.53,-2.197,-7.775,-20.334,-7.583,24.81,17.037,-7.979,23.395
18.54,-2.215,-7.769,-20.349,-7.583,24.839,17.031,-7.965,23.404
18.55,-2.209,-7.776,-20.347,-7.594,24.868,17.022,-7.969,23.453
18.56,-2.218,-7.765,-20.362,-7.575,24.898,17.035,-7.966,23.463
18.57,-2.241,-7.754,-20.355,-7.563,24.908,17.021,-7.958,23.424
18.58,-2.226,-7.734,-20.34,-7.542,24.878,17.037,-7.937,23.395
