時間(秒),総合COP左右X(cm),総合COP前後Y(cm),左プレートCOP左右X(cm),左プレートCOP前後Y(cm),左荷重(kgf),右プレートCOP左右X(cm),右プレートCOP前後Y(cm),右荷重(kgf)
18.59,-2.23,-7.723,-20.336,-7.538,24.859,17.04,-7.919,23.356
18.6,-2.251,-7.722,-20.355,-7.537,24.829,17.02,-7.918,23.326
18.61,-2.255,-7.701,-20.355,-7.518,24.829,17.037,-7.897,23.297
18.62,-2.26,-7.718,-20.355,-7.518,24.829,17.058,-7.931,23.258
18.63,-2.264,-7.74,-20.343,-7.565,24.771,17.031,-7.927,23.209
18.64,-2.264,-7.74,-20.343,-7.565,24.771,17.031,-7.927,23.209
18.65,-2.264,-7.74,-20.343,-7.565,24.771,17.031,-7.927,23.209
18.66,-2.279,-7.755,-20.355,-7.577,24.829,17.028,-7.945,23.248
18.67,-2.256,-7.773,-20.336,-7.597,24.859,17.037,-7.96,23.297
18.68,-2.281,-7.778,-20.362,-7.595,24.898,17.026,-7.974,23.317
18.69,-2.28,-7.789,-20.349,-7.609,24.917,17.02,-7.981,23.326
18.7,-2.281,-7.792,-20.342,-7.616,24.927,17.02,-7.981,23.326
18.71,-2.26,-7.789,-20.347,-7.619,24.947,17.058,-7.971,23.356
18.72,-2.27,-7.787,-20.349,-7.609,24.917,17.033,-7.978,23.336
18.73,-2.28,-7.785,-20.355,-7.602,24.908,17.02,-7.981,23.326
18.74,-2.279,-7.778,-20.368,-7.588,24.888,17.02,-7.981,23.326
18.75,-2.253,-7.766,-20.355,-7.577,24.829,17.031,-7.967,23.307
18.76,-2.235,-7.755,-20.353,-7.562,24.781,17.037,-7.96,23.297
18.77,-2.226,-7.756,-20.343,-7.565,24.771,17.037,-7.96,23.297
18.78,-2.2,-7.75,-20.343,-7.565,24.771,17.035,-7.947,23.365
18.79,-2.188,-7.742,-20.343,-7.565,24.771,17.042,-7.93,23.385
18.8,-2.184,-7.746,-20.355,-7.551,24.751,17.026,-7.951,23.414
18.81,-2.174,-7.744,-20.351,-7.547,24.732,17.026,-7.951,23.414
18.82,-2.149,-7.748,-20.362,-7.544,24.742,17.048,-7.963,23.473
18.83,-2.127,-7.762,-20.341,-7.55,24.722,17.031,-7.984,23.502
18.84,-2.118,-7.763,-20.33,-7.553,24.712,17.031,-7.984,23.502
18.85,-2.108,-7.762,-20.33,-7.553,24.712,17.044,-7.98,23.512
18.86,-2.108,-7.762,-20.33,-7.553,24.712,17.044,-7.98,23.512
18.87,-2.117,-7.753,-20.349,-7.533,24.683,17.031,-7.984,23.502
18.88,-2.118,-7.749,-20.349,-7.533,24.683,17.037,-7.977,23.492
18.89,-2.092,-7.736,-20.336,-7.521,24.624,17.048,-7.963,23.473
18.9,-2.088,-7.727,-20.336,-7.521,24.624,17.031,-7.942,23.502
18.91,-2.088,-7.747,-20.336,-7.521,24.624,17.031,-7.984,23.502
18.92,-2.088,-7.747,-20.336,-7.521,24.624,17.031,-7.984,23.502
18.93,-2.088,-7.747,-20.336,-7.521,24.624,17.031,-7.984,23.502
18.94,-2.077,-7.739,-20.336,-7.521,24.624,17.039,-7.967,23.522
18.95,-2.097,-7.745,-20.347,-7.518,24.634,17.031,-7.984,23.502
18.96,-2.083,-7.724,-20.369,-7.512,24.654,17.058,-7.947,23.551
18.97,-2.102,-7.724,-20.362,-7.519,24.664,17.028,-7.939,23.541
18.98,-2.113,-7.729,-20.356,-7.526,24.673,17.015,-7.943,23.531
18.99,-2.106,-7.718,-20.343,-7.52,24.693,17.039,-7.925,23.522
19,-2.118,-7.709,-20.336,-7.507,24.703,17.031,-7.922,23.502
19.01,-2.118,-7.702,-20.33,-7.494,24.712,17.031,-7.922,23.502
19.02,-2.118,-7.702,-20.33,-7.494,24.712,17.031,-7.922,23.502
19.03,-2.118,-7.702,-20.33,-7.494,24.712,17.031,-7.922,23.502
19.04,-2.118,-7.702,-20.33,-7.494,24.712,17.031,-7.922,23.502
19.05,-2.119,-7.699,-20.33,-7.494,24.712,17.037,-7.914,23.492
19.06,-2.122,-7.699,-20.336,-7.507,24.703,17.048,-7.9,23.473
19.07,-2.122,-7.699,-20.336,-7.507,24.703,17.048,-7.9,23.473
19.08,-2.141,-7.715,-20.349,-7.533,24.683,17.022,-7.907,23.453
19.09,-2.16,-7.715,-20.36,-7.53,24.693,17.01,-7.91,23.444
19.1,-2.181,-7.725,-20.381,-7.524,24.712,17.021,-7.938,23.424
19.11,-2.161,-7.726,-20.362,-7.544,24.742,17.04,-7.917,23.453
19.12,-2.149,-7.718,-20.362,-7.544,24.742,17.048,-7.9,23.473
19.13,-2.151,-7.724,-20.362,-7.544,24.742,17.053,-7.914,23.463
19.14,-2.162,-7.726,-20.355,-7.532,24.751,17.046,-7.931,23.444
19.15,-2.174,-7.727,-20.349,-7.519,24.761,17.039,-7.948,23.424
19.16,-2.183,-7.729,-20.368,-7.518,24.732,17.026,-7.951,23.414
19.17,-2.173,-7.733,-20.371,-7.527,24.703,17.026,-7.951,23.414
19.18,-2.173,-7.727,-20.364,-7.514,24.712,17.026,-7.951,23.414
19.19,-2.182,-7.705,-20.362,-7.485,24.742,17.021,-7.938,23.424
19.2,-2.173,-7.71,-20.362,-7.485,24.742,17.039,-7.948,23.424
19.21,-2.172,-7.71,-20.368,-7.498,24.732,17.033,-7.934,23.434
19.22,-2.163,-7.715,-20.368,-7.498,24.732,17.051,-7.945,23.434
19.23,-2.161,-7.726,-20.362,-7.505,24.742,17.04,-7.959,23.453
19.24,-2.15,-7.721,-20.355,-7.492,24.751,17.048,-7.963,23.473
19.25,-2.148,-7.715,-20.343,-7.506,24.771,17.037,-7.935,23.492
19.26,-2.148,-7.721,-20.349,-7.519,24.761,17.037,-7.935,23.492
19.27,-2.146,-7.718,-20.362,-7.525,24.742,17.031,-7.922,23.502
19.28,-2.146,-7.705,-20.349,-7.499,24.761,17.031,-7.922,23.502
19.29,-2.147,-7.708,-20.343,-7.506,24.771,17.031,-7.922,23.502
19.3,-2.147,-7.708,-20.343,-7.506,24.771,17.031,-7.922,23.502
19.31,-2.156,-7.707,-20.353,-7.503,24.781,17.031,-7.922,23.502
19.32,-2.151,-7.698,-20.343,-7.506,24.771,17.048,-7.9,23.473
19.33,-2.159,-7.689,-20.362,-7.485,24.742,17.035,-7.903,23.463
19.34,-2.183,-7.681,-20.362,-7.485,24.742,17.026,-7.889,23.414
19.35,-2.183,-7.681,-20.362,-7.485,24.742,17.026,-7.889,23.414
19.36,-2.185,-7.671,-20.355,-7.472,24.751,17.031,-7.882,23.404
19.37,-2.188,-7.677,-20.362,-7.485,24.742,17.048,-7.881,23.375
19.38,-2.166,-7.674,-20.349,-7.473,24.683,17.075,-7.887,23.326
19.39,-2.186,-7.677,-20.349,-7.473,24.683,17.049,-7.894,23.307
19.4,-2.225,-7.685,-20.362,-7.485,24.742,17.037,-7.897,23.297
19.41,-2.203,-7.685,-20.362,-7.485,24.742,17.057,-7.897,23.326
19.42,-2.191,-7.694,-20.355,-7.492,24.751,17.058,-7.908,23.356
19.43,-2.191,-7.705,-20.343,-7.506,24.771,17.053,-7.916,23.365
19.44,-2.207,-7.709,-20.364,-7.5,24.79,17.042,-7.93,23.385
19.45,-2.217,-7.691,-20.349,-7.466,24.839,17.042,-7.93,23.385
19.46,-2.214,-7.708,-20.336,-7.479,24.859,17.026,-7.951,23.414
19.47,-2.204,-7.713,-20.343,-7.492,24.849,17.039,-7.948,23.424
19.48,-2.214,-7.708,-20.336,-7.479,24.859,17.026,-7.951,23.414
19.49,-2.218,-7.698,-20.336,-7.479,24.859,17.042,-7.93,23.385
19.5,-2.217,-7.697,-20.355,-7.478,24.829,17.042,-7.93,23.385
19.51,-2.21,-7.698,-20.364,-7.5,24.79,17.058,-7.908,23.356
19.52,-2.233,-7.701,-20.353,-7.503,24.781,17.026,-7.911,23.317
19.53,-2.234,-7.697,-20.353,-7.503,24.781,17.031,-7.904,23.307
19.54,-2.225,-7.699,-20.343,-7.506,24.771,17.031,-7.904,23.307
19.55,-2.241,-7.703,-20.364,-7.5,24.79,17.02,-7.918,23.326
19.56,-2.251,-7.712,-20.355,-7.518,24.829,17.02,-7.918,23.326
19.57,-2.228,-7.716,-20.355,-7.518,24.829,17.035,-7.926,23.365
19.58,-2.218,-7.728,-20.336,-7.538,24.859,17.042,-7.93,23.385
19.59,-2.218,-7.728,-20.336,-7.538,24.859,17.042,-7.93,23.385
19.6,-2.217,-7.721,-20.349,-7.525,24.839,17.042,-7.93,23.385
19.61,-2.217,-7.718,-20.355,-7.518,24.829,17.042,-7.93,23.385
19.62,-2.218,-7.714,-20.355,-7.518,24.829,17.048,-7.923,23.375
19.63,-2.229,-7.712,-20.355,-7.518,24.829,17.04,-7.919,23.356
19.64,-2.221,-7.707,-20.355,-7.518,24.829,17.058,-7.908,23.356
19.65,-2.241,-7.727,-20.358,-7.546,24.8,17.02,-7.918,23.326
19.66,-2.24,-7.73,-20.375,-7.556,24.8,17.033,-7.915,23.336
19.67,-2.22,-7.73,-20.364,-7.559,24.79,17.046,-7.912,23.346
19.68,-2.192,-7.732,-20.343,-7.565,24.771,17.058,-7.908,23.356
19.69,-2.189,-7.739,-20.343,-7.565,24.771,17.048,-7.923,23.375
19.7,-2.198,-7.744,-20.347,-7.569,24.79,17.042,-7.93,23.385
19.71,-2.199,-7.751,-20.334,-7.583,24.81,17.042,-7.93,23.385
19.72,-2.208,-7.75,-20.345,-7.58,24.82,17.042,-7.93,23.385
19.73,-2.187,-7.76,-20.323,-7.586,24.8,17.031,-7.944,23.404
19.74,-2.184,-7.753,-20.343,-7.565,24.771,17.026,-7.951,23.414
19.75,-2.173,-7.744,-20.343,-7.565,24.771,17.033,-7.934,23.434
19.76,-2.181,-7.733,-20.343,-7.565,24.771,17.01,-7.91,23.444
19.77,-2.159,-7.719,-20.362,-7.544,24.742,17.035,-7.903,23.463
19.78,-2.15,-7.721,-20.351,-7.547,24.732,17.035,-7.903,23.463
19.79,-2.123,-7.705,-20.349,-7.533,24.683,17.058,-7.886,23.453
19.8,-2.123,-7.705,-20.349,-7.533,24.683,17.058,-7.886,23.453
19.81,-2.121,-7.712,-20.349,-7.533,24.683,17.048,-7.9,23.473
19.82,-2.121,-7.705,-20.343,-7.52,24.693,17.048,-7.9,23.473
19.83,-2.122,-7.699,-20.336,-7.507,24.703,17.048,-7.9,23.473
19.84,-2.121,-7.695,-20.33,-7.494,24.712,17.042,-7.907,23.483
19.85,-2.119,-7.699,-20.33,-7.494,24.712,17.037,-7.914,23.492
19.86,-2.11,-7.68,-20.336,-7.487,24.703,17.055,-7.883,23.492
19.87,-2.107,-7.663,-20.343,-7.48,24.693,17.044,-7.856,23.512
19.88,-2.118,-7.658,-20.349,-7.473,24.683,17.037,-7.852,23.492
19.89,-2.119,-7.655,-20.349,-7.473,24.683,17.042,-7.845,23.483
19.9,-2.121,-7.651,-20.349,-7.473,24.683,17.048,-7.838,23.473
19.91,-2.121,-7.651,-20.349,-7.473,24.683,17.048,-7.838,23.473
19.92,-2.121,-7.651,-20.349,-7.473,24.683,17.048,-7.838,23.473
19.93,-2.13,-7.649,-20.36,-7.47,24.693,17.048,-7.838,23.473
19.94,-2.151,-7.663,-20.362,-7.485,24.742,17.053,-7.851,23.463
19.95,-2.149,-7.657,-20.362,-7.485,24.742,17.048,-7.838,23.473
19.96,-2.15,-7.644,-20.349,-7.46,24.761,17.048,-7.838,23.473
19.97,-2.15,-7.644,-20.349,-7.46,24.761,17.048,-7.838,23.473
19.98,-2.15,-7.644,-20.349,-7.46,24.761,17.048,-7.838,23.473
19.99,-2.15,-7.644,-20.349,-7.46,24.761,17.048,-7.838,23.473
20,-2.151,-7.657,-20.355,-7.472,24.751,17.053,-7.851,23.463
20.01,-2.152,-7.67,-20.362,-7.485,24.742,17.058,-7.865,23.453
20.02,-2.151,-7.663,-20.362,-7.485,24.742,17.053,-7.851,23.463
20.03,-2.162,-7.659,-20.353,-7.464,24.781,17.058,-7.865,23.453
20.04,-2.179,-7.643,-20.355,-7.459,24.829,17.048,-7.838,23.473
20.05,-2.179,-7.65,-20.362,-7.471,24.82,17.048,-7.838,23.473
20.06,-2.171,-7.644,-20.37,-7.473,24.781,17.058,-7.824,23.453
20.07,-2.187,-7.671,-20.362,-7.485,24.742,17.042,-7.867,23.385
20.08,-2.187,-7.671,-20.362,-7.485,24.742,17.042,-7.867,23.385
20.09,-2.186,-7.664,-20.362,-7.485,24.742,17.037,-7.854,23.395
20.1,-2.19,-7.664,-20.362,-7.485,24.742,17.053,-7.853,23.365
20.11,-2.191,-7.66,-20.362,-7.485,24.742,17.058,-7.846,23.356
20.12,-2.191,-7.66,-20.362,-7.485,24.742,17.058,-7.846,23.356
20.13,-2.203,-7.655,-20.362,-7.485,24.742,17.057,-7.835,23.326
20.14,-2.192,-7.657,-20.362,-7.485,24.742,17.064,-7.839,23.346
20.15,-2.192,-7.647,-20.349,-7.46,24.761,17.058,-7.846,23.356
20.16,-2.22,-7.649,-20.368,-7.465,24.81,17.058,-7.846,23.356
20.17,-2.221,-7.646,-20.355,-7.459,24.829,17.058,-7.846,23.356
20.18,-2.221,-7.646,-20.355,-7.459,24.829,17.058,-7.846,23.356
20.19,-2.218,-7.633,-20.355,-7.459,24.829,17.048,-7.818,23.375
20.2,-2.217,-7.627,-20.355,-7.459,24.829,17.042,-7.805,23.385
20.21,-2.217,-7.627,-20.355,-7.459,24.829,17.042,-7.805,23.385
20.22,-2.216,-7.619,-20.368,-7.445,24.81,17.042,-7.805,23.385
20.23,-2.217,-7.612,-20.375,-7.438,24.8,17.048,-7.797,23.375
20.24,-2.202,-7.602,-20.347,-7.431,24.79,17.058,-7.783,23.356
20.25,-2.191,-7.599,-20.362,-7.426,24.742,17.058,-7.783,23.356
20.26,-2.192,-7.586,-20.349,-7.4,24.761,17.058,-7.783,23.356
20.27,-2.192,-7.58,-20.343,-7.388,24.771,17.058,-7.783,23.356
20.28,-2.201,-7.578,-20.353,-7.385,24.781,17.058,-7.783,23.356
20.29,-2.22,-7.579,-20.368,-7.386,24.81,17.058,-7.783,23.356
20.3,-2.217,-7.596,-20.355,-7.4,24.829,17.042,-7.805,23.385
20.31,-2.207,-7.595,-20.355,-7.4,24.829,17.055,-7.801,23.395
20.32,-2.187,-7.592,-20.355,-7.4,24.829,17.08,-7.795,23.414
20.33,-2.184,-7.595,-20.362,-7.393,24.82,17.069,-7.809,23.434
20.34,-2.167,-7.591,-20.343,-7.388,24.771,17.062,-7.805,23.414
20.35,-2.197,-7.589,-20.353,-7.385,24.781,17.042,-7.805,23.385
20.36,-2.177,-7.592,-20.343,-7.388,24.771,17.049,-7.809,23.404
20.37,-2.168,-7.587,-20.343,-7.388,24.771,17.067,-7.798,23.404
20.38,-2.188,-7.59,-20.343,-7.388,24.771,17.042,-7.805,23.385
20.39,-2.188,-7.59,-20.343,-7.388,24.771,17.042,-7.805,23.385
20.4,-2.191,-7.587,-20.336,-7.395,24.781,17.053,-7.79,23.365
20.41,-2.188,-7.621,-20.343,-7.447,24.771,17.042,-7.805,23.385
20.42,-2.216,-7.616,-20.375,-7.438,24.8,17.042,-7.805,23.385
20.43,-2.218,-7.629,-20.375,-7.438,24.8,17.053,-7.832,23.365
20.44,-2.219,-7.636,-20.375,-7.438,24.8,17.058,-7.846,23.356
20.45,-2.22,-7.643,-20.362,-7.452,24.82,17.058,-7.846,23.356
20.46,-2.221,-7.646,-20.355,-7.459,24.829,17.058,-7.846,23.356
20.47,-2.221,-7.646,-20.355,-7.459,24.829,17.058,-7.846,23.356
20.48,-2.221,-7.646,-20.355,-7.459,24.829,17.058,-7.846,23.356
20.49,-2.22,-7.643,-20.362,-7.452,24.82,17.058,-7.846,23.356
20.5,-2.218,-7.653,-20.355,-7.459,24.829,17.048,-7.86,23.375
20.51,-2.217,-7.657,-20.355,-7.459,24.829,17.042,-7.867,23.385
20.52,-2.216,-7.663,-20.362,-7.471,24.82,17.042,-7.867,23.385
20.53,-2.213,-7.684,-20.375,-7.497,24.8,17.031,-7.882,23.404
20.54,-2.213,-7.684,-20.375,-7.497,24.8,17.031,-7.882,23.404
20.55,-2.216,-7.677,-20.375,-7.497,24.8,17.042,-7.867,23.385
20.56,-2.216,-7.677,-20.375,-7.497,24.8,17.042,-7.867,23.385
20.57,-2.207,-7.678,-20.364,-7.5,24.79,17.042,-7.867,23.385
20.58,-2.188,-7.681,-20.343,-7.506,24.771,17.042,-7.867,23.385
20.59,-2.188,-7.681,-20.343,-7.506,24.771,17.042,-7.867,23.385
20.6,-2.186,-7.688,-20.343,-7.506,24.771,17.031,-7.882,23.404
20.61,-2.184,-7.692,-20.343,-7.506,24.771,17.026,-7.889,23.414
20.62,-2.184,-7.692,-20.343,-7.506,24.771,17.026,-7.889,23.414
20.63,-2.185,-7.705,-20.349,-7.519,24.761,17.031,-7.902,23.404
20.64,-2.18,-7.709,-20.349,-7.519,24.761,17.01,-7.91,23.444
20.65,-2.169,-7.7,-20.362,-7.505,24.742,17.022,-7.907,23.453
20.66,-2.161,-7.695,-20.362,-7.485,24.742,17.04,-7.917,23.453
20.67,-2.122,-7.699,-20.336,-7.507,24.703,17.048,-7.9,23.473
20.68,-2.123,-7.735,-20.349,-7.533,24.683,17.058,-7.948,23.453
20.69,-2.121,-7.742,-20.349,-7.533,24.683,17.048,-7.963,23.473
20.7,-2.121,-7.742,-20.349,-7.533,24.683,17.048,-7.963,23.473
20.71,-2.121,-7.742,-20.349,-7.533,24.683,17.048,-7.963,23.473
20.72,-2.119,-7.753,-20.343,-7.54,24.693,17.037,-7.977,23.492
20.73,-2.117,-7.756,-20.343,-7.54,24.693,17.031,-7.984,23.502
20.74,-2.117,-7.753,-20.349,-7.533,24.683,17.031,-7.984,23.502
20.75,-2.118,-7.76,-20.336,-7.546,24.703,17.031,-7.984,23.502
20.76,-2.129,-7.751,-20.347,-7.543,24.712,17.042,-7.97,23.483
20.77,-2.14,-7.75,-20.351,-7.547,24.732,17.048,-7.963,23.473
20.78,-2.149,-7.748,-20.362,-7.544,24.742,17.048,-7.963,23.473
20.79,-2.144,-7.752,-20.349,-7.558,24.761,17.021,-7.956,23.522
20.8,-2.132,-7.744,-20.353,-7.562,24.781,17.04,-7.936,23.551
20.81,-2.155,-7.727,-20.34,-7.536,24.8,17.026,-7.929,23.512
20.82,-2.149,-7.701,-20.343,-7.506,24.771,17.042,-7.907,23.483
20.83,-2.163,-7.678,-20.362,-7.485,24.742,17.051,-7.882,23.434
20.84,-2.187,-7.671,-20.362,-7.485,24.742,17.042,-7.867,23.385
20.85,-2.171,-7.653,-20.36,-7.47,24.693,17.058,-7.846,23.356
20.86,-2.162,-7.654,-20.349,-7.473,24.683,17.058,-7.846,23.356
20.87,-2.163,-7.647,-20.356,-7.466,24.673,17.064,-7.839,23.346
20.88,-2.174,-7.625,-20.356,-7.427,24.673,17.057,-7.835,23.326
20.89,-2.163,-7.631,-20.336,-7.428,24.703,17.058,-7.846,23.356
20.9,-2.19,-7.633,-20.362,-7.426,24.742,17.053,-7.853,23.365
20.91,-2.154,-7.623,-20.349,-7.44,24.761,17.064,-7.816,23.444
20.92,-2.178,-7.632,-20.375,-7.438,24.8,17.048,-7.838,23.473
20.93,-2.178,-7.636,-20.368,-7.445,24.81,17.048,-7.838,23.473
20.94,-2.179,-7.643,-20.355,-7.459,24.829,17.048,-7.838,23.473
20.95,-2.179,-7.643,-20.355,-7.459,24.829,17.048,-7.838,23.473
20.96,-2.183,-7.632,-20.355,-7.459,24.829,17.064,-7.816,23.444
20.97,-2.197,-7.623,-20.355,-7.459,24.829,17.067,-7.798,23.404
20.98,-2.218,-7.619,-20.362,-7.452,24.82,17.048,-7.797,23.375
20.99,-2.219,-7.605,-20.375,-7.438,24.8,17.058,-7.783,23.356
21,-2.224,-7.598,-20.364,-7.441,24.79,17.062,-7.765,23.317
21.01,-2.225,-7.591,-20.375,-7.438,24.8,17.08,-7.754,23.317
21.02,-2.224,-7.561,-20.362,-7.413,24.82,17.075,-7.72,23.326
21.03,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
21.04,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
21.05,-2.218,-7.562,-20.355,-7.4,24.829,17.048,-7.735,23.375
21.06,-2.196,-7.56,-20.366,-7.397,24.839,17.08,-7.732,23.414
21.07,-2.203,-7.542,-20.364,-7.369,24.868,17.069,-7.726,23.434
21.08,-2.181,-7.532,-20.349,-7.348,24.839,17.053,-7.727,23.463
21.09,-2.187,-7.531,-20.355,-7.341,24.829,17.08,-7.732,23.414
21.1,-2.209,-7.513,-20.375,-7.32,24.8,17.071,-7.717,23.365
21.11,-2.201,-7.517,-20.353,-7.326,24.781,17.058,-7.72,23.356
21.12,-2.204,-7.499,-20.366,-7.312,24.761,17.075,-7.699,23.326
21.13,-2.196,-7.494,-20.362,-7.308,24.742,17.08,-7.692,23.317
21.14,-2.196,-7.494,-20.362,-7.308,24.742,17.08,-7.692,23.317
21.15,-2.213,-7.494,-20.383,-7.302,24.761,17.075,-7.699,23.326
21.16,-2.222,-7.497,-20.375,-7.32,24.8,17.069,-7.685,23.336
21.17,-2.186,-7.477,-20.362,-7.295,24.82,17.08,-7.67,23.414
21.18,-2.187,-7.47,-20.355,-7.282,24.829,17.08,-7.67,23.414
21.19,-2.205,-7.467,-20.377,-7.276,24.849,17.08,-7.67,23.414
21.2,-2.186,-7.467,-20.366,-7.279,24.839,17.093,-7.667,23.424
21.21,-2.187,-7.47,-20.355,-7.282,24.829,17.08,-7.67,23.414
21.22,-2.188,-7.452,-20.375,-7.261,24.8,17.091,-7.655,23.395
21.23,-2.188,-7.423,-20.362,-7.236,24.82,17.085,-7.621,23.404
21.24,-2.18,-7.396,-20.37,-7.217,24.781,17.096,-7.586,23.385
21.25,-2.163,-7.389,-20.343,-7.21,24.771,17.102,-7.578,23.375
21.26,-2.175,-7.38,-20.349,-7.203,24.761,17.1,-7.567,23.346
21.27,-2.195,-7.376,-20.362,-7.189,24.742,17.075,-7.573,23.326
21.28,-2.187,-7.367,-20.362,-7.189,24.742,17.098,-7.555,23.317
21.29,-2.214,-7.37,-20.387,-7.188,24.781,17.093,-7.563,23.326
21.3,-2.192,-7.371,-20.375,-7.202,24.8,17.107,-7.55,23.365
21.31,-2.19,-7.338,-20.355,-7.164,24.829,17.096,-7.523,23.385
21.32,-2.219,-7.344,-20.368,-7.176,24.888,17.096,-7.523,23.385
21.33,-2.219,-7.344,-20.368,-7.176,24.888,17.096,-7.523,23.385
21.34,-2.219,-7.344,-20.368,-7.176,24.888,17.096,-7.523,23.385
21.35,-2.237,-7.341,-20.389,-7.171,24.908,17.096,-7.523,23.385
21.36,-2.221,-7.334,-20.362,-7.164,24.898,17.102,-7.516,23.375
21.37,-2.243,-7.337,-20.368,-7.176,24.888,17.087,-7.507,23.336
21.38,-2.256,-7.317,-20.387,-7.155,24.859,17.091,-7.488,23.297
21.39,-2.257,-7.313,-20.387,-7.155,24.859,17.097,-7.481,23.287
21.4,-2.26,-7.306,-20.387,-7.155,24.859,17.107,-7.466,23.268
21.41,-2.26,-7.306,-20.387,-7.155,24.859,17.107,-7.466,23.268
21.42,-2.26,-7.309,-20.381,-7.162,24.868,17.107,-7.466,23.268
21.43,-2.261,-7.317,-20.368,-7.176,24.888,17.107,-7.466,23.268
21.44,-2.267,-7.322,-20.379,-7.174,24.898,17.097,-7.481,23.287
21.45,-2.285,-7.33,-20.387,-7.182,24.937,17.091,-7.488,23.297
21.46,-2.284,-7.337,-20.38,-7.189,24.947,17.086,-7.496,23.307
21.47,-2.281,-7.344,-20.38,-7.189,24.947,17.075,-7.51,23.326
21.48,-2.281,-7.344,-20.38,-7.189,24.947,17.075,-7.51,23.326
21.49,-2.281,-7.344,-20.38,-7.189,24.947,17.075,-7.51,23.326
21.5,-2.253,-7.338,-20.368,-7.176,24.888,17.075,-7.51,23.326
21.51,-2.253,-7.338,-20.368,-7.176,24.888,17.075,-7.51,23.326
21.52,-2.253,-7.338,-20.368,-7.176,24.888,17.075,-7.51,23.326
21.53,-2.222,-7.337,-20.368,-7.176,24.888,17.107,-7.508,23.365
21.54,-2.219,-7.344,-20.368,-7.176,24.888,17.096,-7.523,23.385
21.55,-2.214,-7.375,-20.387,-7.214,24.859,17.08,-7.545,23.414
21.56,-2.214,-7.375,-20.387,-7.214,24.859,17.08,-7.545,23.414
21.57,-2.189,-7.358,-20.375,-7.202,24.8,17.096,-7.523,23.385
21.58,-2.189,-7.358,-20.375,-7.202,24.8,17.096,-7.523,23.385
21.59,-2.189,-7.358,-20.375,-7.202,24.8,17.096,-7.523,23.385
21.6,-2.166,-7.351,-20.343,-7.21,24.771,17.113,-7.501,23.356
21.61,-2.197,-7.358,-20.362,-7.189,24.742,17.086,-7.538,23.307
21.62,-2.198,-7.378,-20.375,-7.215,24.722,17.091,-7.551,23.297
21.63,-2.196,-7.388,-20.381,-7.227,24.712,17.086,-7.559,23.307
21.64,-2.163,-7.391,-20.381,-7.227,24.712,17.113,-7.564,23.356
21.65,-2.161,-7.412,-20.362,-7.249,24.742,17.096,-7.586,23.385
21.66,-2.157,-7.423,-20.362,-7.249,24.742,17.08,-7.607,23.414
21.67,-2.157,-7.427,-20.355,-7.256,24.751,17.08,-7.607,23.414
21.68,-2.155,-7.431,-20.364,-7.264,24.79,17.1,-7.608,23.444
21.69,-2.152,-7.435,-20.375,-7.261,24.8,17.102,-7.62,23.473
21.7,-2.152,-7.435,-20.375,-7.261,24.8,17.102,-7.62,23.473
21.71,-2.143,-7.437,-20.364,-7.264,24.79,17.102,-7.62,23.473
21.72,-2.145,-7.436,-20.353,-7.267,24.781,17.094,-7.615,23.453
21.73,-2.157,-7.431,-20.353,-7.267,24.781,17.093,-7.604,23.424
21.74,-2.158,-7.44,-20.349,-7.282,24.761,17.08,-7.607,23.414
21.75,-2.157,-7.447,-20.355,-7.295,24.751,17.08,-7.607,23.414
21.76,-2.157,-7.45,-20.368,-7.301,24.732,17.08,-7.607,23.414
21.77,-2.157,-7.443,-20.375,-7.294,24.722,17.085,-7.6,23.404
21.78,-2.157,-7.443,-20.375,-7.294,24.722,17.085,-7.6,23.404
21.79,-2.156,-7.443,-20.381,-7.287,24.712,17.08,-7.607,23.414
21.8,-2.157,-7.453,-20.362,-7.308,24.742,17.08,-7.607,23.414
21.81,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.82,-2.154,-7.468,-20.355,-7.315,24.751,17.064,-7.629,23.444
21.83,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.84,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.85,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.86,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.87,-2.153,-7.464,-20.362,-7.308,24.742,17.064,-7.629,23.444
21.88,-2.154,-7.471,-20.362,-7.308,24.742,17.069,-7.643,23.434
21.89,-2.155,-7.464,-20.368,-7.301,24.732,17.075,-7.635,23.424
21.9,-2.153,-7.46,-20.381,-7.287,24.712,17.069,-7.643,23.434
21.91,-2.155,-7.467,-20.381,-7.287,24.712,17.075,-7.656,23.424
21.92,-2.156,-7.473,-20.381,-7.287,24.712,17.08,-7.67,23.414
21.93,-2.155,-7.474,-20.368,-7.301,24.732,17.075,-7.656,23.424
21.94,-2.154,-7.491,-20.362,-7.308,24.742,17.069,-7.684,23.434
21.95,-2.153,-7.494,-20.362,-7.308,24.742,17.064,-7.692,23.444
21.96,-2.162,-7.493,-20.373,-7.305,24.751,17.064,-7.692,23.444
21.97,-2.181,-7.493,-20.387,-7.306,24.781,17.064,-7.692,23.444
